Year,CustomerId,CreditScore,CreditBand,Geography,Gender,Age,AgeGroup,Tenure,TenureGroup,Balance,BalanceGroup,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
2025,15628145,682,Medium,France,0,43,Mid,5,Mid,125851.93,High,1,1,1,193318.33,0
2025,15713483,793,High,Spain,1,52,Senior,2,New,0.0,Zero,1,1,0,159123.82,1
2025,15612350,691,Medium,France,0,31,Mid,5,Mid,40915.55,Low,1,1,0,126213.84,1
2025,15800703,485,Low,Spain,0,21,Young,5,Mid,113157.22,High,1,1,1,54141.5,0
2025,15705707,635,Medium,Spain,0,29,Young,8,Long,138296.94,High,2,1,0,141075.51,0
2025,15754105,650,Medium,France,1,37,Mid,5,Mid,106967.18,High,1,0,0,24495.03,0
2025,15703264,735,High,France,1,44,Mid,9,Long,120681.63,High,1,1,0,74836.34,0
2025,15794413,416,Low,France,1,32,Mid,0,New,0.0,Zero,2,0,1,878.87,0
2025,15650237,754,High,Spain,0,32,Mid,7,Mid,0.0,Zero,2,1,0,89520.75,0
2025,15759618,535,Medium,France,0,48,Senior,9,Long,0.0,Zero,1,1,0,149892.79,1
2025,15811589,716,High,Spain,1,42,Mid,8,Long,0.0,Zero,2,1,0,180800.42,0
2025,15689044,539,Medium,France,1,37,Mid,2,New,127609.59,High,1,1,0,98646.22,0
2025,15709368,614,Medium,France,0,43,Mid,6,Mid,0.0,Zero,2,1,1,109041.53,0
2025,15679145,706,High,Spain,1,57,Senior,7,Mid,0.0,Zero,1,1,0,17941.16,1
2025,15655007,758,High,France,0,33,Mid,7,Mid,0.0,Zero,2,0,0,82996.47,0
2025,15623595,586,Medium,Spain,0,28,Young,2,New,0.0,Zero,2,1,1,92067.35,0
2025,15589975,646,Medium,France,0,73,Elder,6,Mid,97259.25,Low,1,0,1,104719.66,0
2025,15804017,631,Medium,Germany,0,33,Mid,4,Mid,123246.7,High,1,0,0,112687.57,0
2025,15692132,717,High,Spain,0,22,Young,6,Mid,101060.25,High,1,0,1,84699.56,0
2025,15641122,684,Medium,France,1,30,Mid,2,New,0.0,Zero,2,1,0,83473.82,0
2025,15630910,800,High,France,0,49,Senior,7,Mid,108007.36,High,1,0,0,47125.11,0
2025,15680772,721,High,Spain,0,36,Mid,2,New,0.0,Zero,2,1,1,106977.8,0
2025,15658929,683,Medium,Spain,1,29,Young,0,New,133702.89,High,1,1,0,55582.54,1
2025,15585388,660,Medium,Germany,1,31,Mid,9,Long,125189.75,High,2,1,1,139874.43,0
2025,15724623,704,High,Germany,0,24,Young,7,Mid,113034.22,High,1,1,0,162503.48,1
2025,15588537,615,Medium,Spain,0,41,Mid,9,Long,109013.23,High,1,1,0,196499.96,0
2025,15574692,667,Medium,Spain,0,39,Mid,2,New,0.0,Zero,2,1,0,40721.24,1
2025,15611325,682,Medium,Germany,1,24,Young,9,Long,57929.81,Low,2,0,0,53134.3,0
2025,15587562,484,Low,France,0,29,Young,4,Mid,130114.39,High,1,1,0,164017.89,0
2025,15613172,628,Medium,Germany,1,27,Young,5,Mid,95826.49,Low,2,1,0,155996.96,0
2025,15651022,480,Low,Germany,1,44,Mid,10,Long,129608.57,High,1,1,0,5472.7,1
2025,15586310,578,Medium,France,1,30,Mid,4,Mid,169462.09,High,1,1,0,112187.11,0
2025,15625524,512,Medium,France,1,40,Mid,5,Mid,0.0,Zero,2,1,1,146457.83,0
2025,15755209,484,Low,Spain,0,35,Mid,7,Mid,133868.21,High,1,1,1,27286.1,0
2025,15645248,510,Medium,France,0,30,Mid,0,New,0.0,Zero,2,1,1,130553.47,0
2025,15790355,606,Medium,Germany,1,36,Mid,5,Mid,190479.48,High,2,0,0,179351.89,0
2025,15762615,597,Medium,Spain,0,40,Mid,8,Long,101993.12,High,1,0,1,94774.12,0
2025,15625426,754,High,Germany,0,55,Senior,3,New,161608.81,High,1,1,0,8080.85,1
2025,15716334,850,High,Spain,0,45,Senior,2,New,122311.21,High,1,1,1,19482.5,0
2025,15789669,510,Medium,France,1,65,Elder,2,New,0.0,Zero,2,1,1,48071.61,0
2025,15621075,778,High,Germany,0,45,Senior,1,New,162150.42,High,2,1,0,174531.27,0
2025,15810845,636,Medium,France,1,42,Mid,2,New,0.0,Zero,2,1,1,55470.78,0
2025,15719377,804,High,France,0,50,Senior,4,Mid,0.0,Zero,1,1,1,8546.87,1
2025,15654506,514,Medium,France,1,32,Mid,8,Long,0.0,Zero,2,1,0,95857.18,0
2025,15771977,730,High,France,0,39,Mid,1,New,99010.67,Low,1,1,0,194945.8,0
2025,15708710,525,Medium,Spain,0,37,Mid,0,New,0.0,Zero,1,0,1,131521.72,0
2025,15726676,616,Medium,Spain,1,30,Mid,5,Mid,0.0,Zero,2,0,1,196108.51,0
2025,15587421,687,Medium,Germany,0,34,Mid,7,Mid,111388.18,High,2,1,0,148564.76,0
2025,15726931,715,High,France,0,41,Mid,8,Long,56214.85,Low,2,0,0,92982.61,1
2025,15771086,512,Medium,France,0,36,Mid,3,New,84327.77,Low,2,1,0,17675.36,0
2025,15756850,479,Low,France,1,40,Mid,1,New,0.0,Zero,2,0,0,114996.43,0
2025,15702741,601,Medium,France,1,32,Mid,8,Long,93012.89,Low,1,1,0,86957.42,0
2025,15679200,580,Medium,Spain,1,29,Young,9,Long,61710.44,Low,2,1,0,128077.8,0
2025,15594815,807,High,France,1,35,Mid,3,New,174790.15,High,1,1,1,600.36,0
2025,15635905,616,Medium,Spain,0,32,Mid,6,Mid,0.0,Zero,2,1,1,43001.46,0
2025,15777892,721,High,Germany,1,37,Mid,3,New,107720.64,High,1,1,1,158591.12,0
2025,15656176,501,Medium,France,1,57,Senior,10,Long,0.0,Zero,2,1,1,47847.19,0
2025,15811127,521,Medium,France,1,35,Mid,6,Mid,96423.84,Low,1,1,0,10488.44,0
2025,15604482,850,High,Spain,1,30,Mid,2,New,141040.01,High,1,1,1,5978.2,0
2025,15622911,759,High,France,1,42,Mid,4,Mid,105420.18,High,1,0,1,121409.06,0
2025,15600974,516,Medium,Spain,1,50,Senior,5,Mid,0.0,Zero,1,0,1,146145.93,1
2025,15727868,711,High,France,0,38,Mid,2,New,129022.06,High,2,1,1,14374.86,1
2025,15627801,512,Medium,Spain,1,33,Mid,3,New,176666.62,High,1,1,0,94670.77,0
2025,15773039,550,Medium,France,1,37,Mid,3,New,0.0,Zero,1,1,1,179670.31,0
2025,15755262,608,Medium,Spain,0,41,Mid,3,New,89763.84,Low,1,0,0,199304.74,1
2025,15679531,618,Medium,France,1,34,Mid,5,Mid,134954.53,High,1,1,1,151954.39,0
2025,15684181,643,Medium,France,1,45,Senior,5,Mid,0.0,Zero,1,1,0,142513.5,1
2025,15612087,671,Medium,France,1,45,Senior,2,New,106376.85,High,1,0,1,158264.62,0
2025,15752047,689,Medium,Germany,1,33,Mid,2,New,161814.64,High,2,1,0,169381.9,0
2025,15624592,603,Medium,France,1,31,Mid,8,Long,0.0,Zero,2,1,1,169915.02,0
2025,15573152,620,Medium,France,0,41,Mid,9,Long,0.0,Zero,2,0,0,88852.47,0
2025,15594917,676,Medium,France,0,34,Mid,1,New,63095.01,Low,1,1,1,40645.81,0
2025,15785542,572,Medium,Germany,1,26,Young,4,Mid,118287.01,High,2,0,0,60427.3,0
2025,15723488,668,Medium,Germany,1,47,Senior,7,Mid,106854.21,High,1,0,1,157959.02,1
2025,15680920,695,Medium,France,1,46,Senior,7,Mid,49512.55,Low,1,1,0,133007.34,0
2025,15786308,730,High,Spain,0,33,Mid,9,Long,0.0,Zero,2,0,0,176576.62,0
2025,15659366,807,High,France,1,43,Mid,1,New,105799.32,High,2,1,0,34888.04,1
2025,15774854,592,Medium,France,1,54,Senior,8,Long,0.0,Zero,1,1,1,28737.71,1
2025,15725311,726,High,France,0,31,Mid,9,Long,114722.05,High,2,1,1,98178.57,0
2025,15787155,514,Medium,Spain,1,30,Mid,7,Mid,0.0,Zero,1,0,1,125010.24,0
2025,15727829,567,Medium,France,1,42,Mid,2,New,0.0,Zero,2,1,1,167984.61,0
2025,15733247,850,High,France,1,33,Mid,10,Long,0.0,Zero,1,1,0,4861.72,1
2025,15568748,671,Medium,Germany,1,45,Senior,6,Mid,99564.22,Low,1,1,1,108872.45,1
2025,15699029,670,Medium,France,1,37,Mid,4,Mid,170557.91,High,2,1,0,198252.88,0
2025,15774393,694,Medium,France,0,30,Mid,9,Long,0.0,Zero,2,1,1,26960.31,0
2025,15676895,547,Medium,Germany,0,39,Mid,6,Mid,74596.15,Low,3,1,1,85746.52,1
2025,15637753,751,High,Germany,1,50,Senior,2,New,96888.39,Low,1,1,0,77206.25,1
2025,15605461,594,Medium,Germany,0,29,Young,3,New,130830.22,High,1,1,0,61048.53,0
2025,15808473,673,Medium,France,1,72,Elder,1,New,0.0,Zero,2,0,1,111981.19,0
2025,15627000,610,Medium,France,1,40,Mid,0,New,0.0,Zero,2,1,0,62232.6,0
2025,15787174,512,Medium,France,0,37,Mid,1,New,0.0,Zero,2,0,1,156105.03,0
2025,15723886,767,High,Germany,1,20,Young,3,New,119714.25,High,2,0,1,150135.38,0
2025,15704769,585,Medium,France,0,67,Elder,5,Mid,113978.97,High,2,0,1,93146.11,0
2025,15772896,763,High,Germany,1,42,Mid,6,Mid,100160.75,High,1,1,0,33462.94,1
2025,15711540,712,High,France,0,29,Young,2,New,0.0,Zero,1,1,1,144375.0,0
2025,15764866,539,Medium,Germany,0,43,Mid,3,New,116220.5,High,3,1,0,55803.96,1
2025,15794056,668,Medium,France,0,46,Senior,2,New,0.0,Zero,3,1,0,89048.46,1
2025,15795149,703,High,France,1,28,Young,2,New,81173.83,Low,2,0,1,162812.16,0
2025,15812009,662,Medium,Spain,1,38,Mid,4,Mid,0.0,Zero,2,1,0,136259.65,0
2025,15651001,725,High,Germany,0,39,Mid,5,Mid,116803.8,High,1,1,0,124052.97,0
2025,15813844,703,High,France,1,37,Mid,8,Long,105961.68,High,2,0,1,74158.8,0
2025,15596175,659,Medium,Germany,1,67,Elder,6,Mid,117411.6,High,1,1,1,45071.09,1
2025,15576269,523,Medium,Spain,1,34,Mid,7,Mid,0.0,Zero,2,1,0,62030.06,0
2025,15797219,635,Medium,France,0,40,Mid,10,Long,123497.58,High,1,1,0,131953.23,1
2025,15685500,772,High,Germany,1,26,Young,7,Mid,152400.51,High,2,1,0,79414.0,0
2025,15599792,545,Medium,France,0,26,Young,1,New,0.0,Zero,2,1,1,199638.56,0
2025,15657566,634,Medium,Germany,1,24,Young,8,Long,103097.85,High,1,1,1,157577.29,0
2025,15772423,739,High,Germany,1,54,Senior,8,Long,126418.14,High,1,1,0,134420.75,1
2025,15628112,771,High,Germany,0,36,Mid,5,Mid,77846.9,Low,1,0,0,99805.99,0
2025,15753754,587,Medium,Spain,0,34,Mid,1,New,0.0,Zero,2,1,1,97932.68,0
2025,15793726,681,Medium,France,0,79,Elder,0,New,0.0,Zero,2,0,1,170968.99,0
2025,15694717,544,Medium,Germany,1,37,Mid,2,New,79731.91,Low,1,1,1,57558.95,0
2025,15665834,696,Medium,Spain,1,28,Young,8,Long,0.0,Zero,1,0,0,176713.47,0
2025,15765297,766,High,Spain,1,41,Mid,0,New,0.0,Zero,2,0,1,34283.23,0
2025,15636684,727,High,France,1,34,Mid,10,Long,0.0,Zero,2,1,1,198637.34,0
2025,15592979,671,Medium,Germany,0,34,Mid,6,Mid,37266.67,Low,2,0,0,156917.12,0
2025,15750803,693,Medium,France,0,30,Mid,6,Mid,127992.25,High,1,1,1,50457.2,0
2025,15607178,850,High,Germany,1,38,Mid,3,New,54901.01,Low,1,1,1,140075.55,0
2025,15713853,732,High,Germany,1,42,Mid,9,Long,108748.08,High,2,1,1,65323.11,0
2025,15673481,726,High,Spain,0,48,Senior,6,Mid,99906.19,Low,1,1,0,64323.24,0
2025,15686776,557,Medium,France,0,32,Mid,6,Mid,184686.41,High,2,1,0,14956.44,0
2025,15673693,682,Medium,France,0,26,Young,0,New,110654.02,High,1,0,1,111879.21,0
2025,15700696,738,High,Spain,1,31,Mid,9,Long,79019.8,Low,1,1,1,18606.23,0
2025,15813163,531,Medium,Spain,0,36,Mid,9,Long,99240.51,Low,1,1,0,123137.01,0
2025,15653857,498,Low,France,1,34,Mid,2,New,0.0,Zero,2,1,1,148528.24,0
2025,15777076,651,Medium,France,1,36,Mid,7,Mid,0.0,Zero,2,1,0,13898.31,0
2025,15717398,549,Medium,Spain,0,39,Mid,7,Mid,0.0,Zero,1,0,0,81259.25,1
2025,15799217,791,High,Germany,0,35,Mid,7,Mid,52436.2,Low,1,1,0,161051.75,0
2025,15787071,650,Medium,Spain,1,41,Mid,9,Long,0.0,Zero,2,0,1,191599.67,0
2025,15619955,733,High,Germany,1,34,Mid,3,New,100337.96,High,3,1,0,48559.19,1
2025,15796505,811,High,Germany,0,34,Mid,1,New,149297.19,High,2,1,1,186339.74,0
2025,15725166,707,High,France,1,30,Mid,8,Long,0.0,Zero,2,1,0,33159.37,0
2025,15800116,712,High,Germany,1,28,Young,4,Mid,145605.44,High,1,0,1,93883.53,0
2025,15758685,706,High,Spain,0,37,Mid,7,Mid,0.0,Zero,2,1,1,110899.3,0
2025,15694456,756,High,France,1,62,Elder,3,New,0.0,Zero,1,1,1,11199.04,1
2025,15767339,777,High,France,0,53,Senior,10,Long,0.0,Zero,2,1,0,189992.97,0
2025,15683562,646,Medium,France,1,35,Mid,6,Mid,84026.86,Low,1,0,1,164255.69,0
2025,15782210,714,High,France,1,46,Senior,1,New,0.0,Zero,1,1,0,152167.79,1
2025,15668893,782,High,France,1,39,Mid,8,Long,0.0,Zero,2,1,1,33949.67,0
2025,15669169,775,High,Spain,1,29,Young,10,Long,0.0,Zero,2,1,1,68143.93,0
2025,15643024,479,Low,Germany,1,35,Mid,4,Mid,138718.92,High,1,1,1,47251.79,1
